Shipment_ID,Customer_Name,Origin_City,Origin_State,Destination_City,Destination_State,Pickup_Date,Delivery_Date,Distance_Miles,Freight_Type,Status,Cost_USD,Revenue_USD,Fuel_Gallons,Deadhead_Miles
SHP0902,Kelly-Benton,Miami,FL,Gulfport,MS,6/28/2025,6/28/2025,1552,Flatbed,Cancelled,1965.29,2587.08,262.21,165
SHP0903,Hobbs-Baker,Little Rock,AR,Baton Rouge,LA,2/22/2025,2/22/2025,457,Dry Van,On Time,678.75,918.49,74.39,47
SHP0904,Shepherd-King,Mobile,AL,Greensboro,NC,7/27/2025,7/27/2025,1624,Dry Van,On Time,2741.01,3796.87,253.25,172
SHP0905,Burns-Mcdowell,Birmingham,AL,Little Rock,AR,2/19/2025,2/19/2025,1643,Refrigerated,On Time,2803.25,3847.03,263.68,239
SHP0906,Bender-Pena,Knoxville,TN,Montgomery,AL,3/27/2025,3/27/2025,771,Refrigerated,Cancelled,945.53,1183.43,117.41,32
SHP0907,Fisher Inc,Atlanta,GA,Hattiesburg,MS,7/13/2025,7/13/2025,681,Flatbed,Cancelled,1086.97,1412.38,110.90,57
SHP0908,Cherry PLC,Miami,FL,Fort Smith,AR,7/15/2025,7/15/2025,1357,Flatbed,Cancelled,2417.08,2843.76,202.19,189
SHP0909,Macdonald-Rich,Miami,FL,Savannah,GA,3/25/2025,3/28/2025,541,Flatbed,Delayed,772.90,982.25,97.76,15
SHP0910,"James, Wilson and Rasmussen",San Antonio,TX,Savannah,GA,6/11/2025,6/11/2025,611,Refrigerated,On Time,867.61,1124.00,98.74,72
SHP0911,"Schmidt, Scott and Gomez",Columbia,SC,Fort Smith,AR,6/4/2025,6/4/2025,1649,Dry Van,Cancelled,2361.78,3098.18,260.78,66
SHP0912,"Compton, Clark and Peterson",Greensboro,NC,Atlanta,GA,2/14/2025,2/19/2025,1624,Flatbed,On Time,2163.70,2566.81,269.51,80
SHP0913,Wright-Hicks,Savannah,GA,Greensboro,NC,4/24/2025,4/24/2025,1077,Refrigerated,Delayed,1330.72,1582.52,190.37,40
SHP0914,Martinez PLC,Memphis,TN,Dallas,TX,2/25/2025,2/26/2025,1151,Refrigerated,Delayed,2036.05,2657.24,164.43,40
SHP0915,"Thompson, Odom and Sparks",Atlanta,GA,Dallas,TX,2/19/2025,2/19/2025,1152,Flatbed,On Time,2050.29,2471.64,161.01,118
SHP0916,Smith-Coleman,Birmingham,AL,Jackson,MS,8/7/2025,8/7/2025,492,Dry Van,Cancelled,848.84,1168.83,88.72,59
SHP0917,"Hampton, Greer and Tyler",Greensboro,NC,Montgomery,AL,5/7/2025,5/7/2025,1889,Refrigerated,Delayed,2987.15,3925.68,254.57,198
SHP0918,Morgan-Brown,Knoxville,TN,Greensboro,NC,4/22/2025,4/24/2025,690,Flatbed,Delayed,1232.86,1425.26,106.03,46
SHP0919,Rivera-Carroll,San Antonio,TX,Nashville,TN,3/20/2025,3/22/2025,1963,Refrigerated,On Time,2434.00,3210.51,338.74,160
SHP0920,Martinez-Smith,Columbia,SC,Gulfport,MS,3/24/2025,3/24/2025,1464,Refrigerated,On Time,2038.96,2705.30,204.00,214
SHP0921,"Jones, Green and Benitez",Birmingham,AL,San Antonio,TX,6/3/2025,6/3/2025,1441,Refrigerated,On Time,2170.26,2988.96,244.67,199
SHP0922,"Thomas, Allen and Morgan",Knoxville,TN,Orlando,FL,4/23/2025,4/23/2025,461,Dry Van,Cancelled,590.05,797.43,68.96,49
SHP0923,"Martinez, Snyder and Jenkins",Tampa,FL,Augusta,GA,7/20/2025,7/20/2025,222,Refrigerated,On Time,315.20,400.68,33.01,28
SHP0924,Gates and Sons,Columbia,SC,Fayetteville,AR,2/20/2025,2/20/2025,933,Refrigerated,On Time,1476.37,1858.48,142.30,91
SHP0925,Jennings Group,Birmingham,AL,Fort Smith,AR,4/20/2025,4/20/2025,1050,Dry Van,On Time,1552.04,2080.21,143.58,116
SHP0926,Williams-Blair,New Orleans,LA,Orlando,FL,7/31/2025,7/31/2025,254,Flatbed,On Time,319.66,371.22,35.42,23
SHP0927,Jones-Mccormick,Miami,FL,San Antonio,TX,6/7/2025,6/7/2025,1472,Flatbed,On Time,2423.59,3015.65,215.72,98
SHP0928,"Price, Murray and Singh",Gulfport,MS,Columbia,SC,7/21/2025,7/21/2025,1096,Flatbed,On Time,1740.30,2294.89,191.74,125
SHP0929,Harris-Crawford,Savannah,GA,San Antonio,TX,3/5/2025,3/10/2025,133,Dry Van,On Time,201.74,239.04,20.31,7
SHP0930,"Fox, Clark and Preston",Miami,FL,Gulfport,MS,4/30/2025,4/30/2025,1138,Flatbed,On Time,1762.76,2325.61,174.46,29
SHP0931,"Hopkins, Case and Reid",Nashville,TN,Atlanta,GA,5/14/2025,5/14/2025,1076,Flatbed,On Time,1462.25,1996.55,164.35,30
SHP0932,"Fletcher, Martinez and Campbell",Shreveport,LA,Orlando,FL,7/13/2025,7/13/2025,1982,Refrigerated,On Time,2690.48,3491.62,290.06,275
SHP0933,Wolfe Ltd,Raleigh,NC,Atlanta,GA,3/2/2025,3/2/2025,523,Refrigerated,On Time,792.49,1102.88,76.80,62
SHP0934,Craig-Kelley,Miami,FL,Shreveport,LA,3/30/2025,3/30/2025,1740,Flatbed,On Time,2275.75,2763.53,238.13,42
SHP0935,Barrera-Smith,Tampa,FL,Raleigh,NC,5/10/2025,5/10/2025,1562,Flatbed,Delayed,2660.96,3473.35,250.21,127
SHP0936,Chen LLC,Nashville,TN,Mobile,AL,5/19/2025,5/19/2025,1083,Refrigerated,On Time,1738.93,2153.73,163.75,124
SHP0937,Mcclure-Warner,Columbia,SC,Mobile,AL,5/11/2025,5/11/2025,316,Refrigerated,On Time,410.67,547.75,43.20,32
SHP0938,"Frazier, Taylor and Thomas",Nashville,TN,Dallas,TX,5/26/2025,5/26/2025,551,Dry Van,Delayed,904.16,1141.81,82.27,59
SHP0939,Long Group,Tampa,FL,Nashville,TN,4/12/2025,4/12/2025,743,Flatbed,On Time,1095.11,1365.99,100.83,39
SHP0940,Foster-Hall,Columbia,SC,San Antonio,TX,7/30/2025,8/2/2025,545,Refrigerated,Delayed,763.07,991.64,95.30,35
SHP0941,"Tran, Bryant and Graves",Tampa,FL,Atlanta,GA,5/2/2025,5/7/2025,838,Dry Van,On Time,1390.04,1740.57,135.93,50
SHP0942,Ward Inc,Fayetteville,AR,Memphis,TN,3/10/2025,3/10/2025,870,Refrigerated,Delayed,1113.04,1343.51,134.73,102
SHP0943,Kim-Sparks,Orlando,FL,Jackson,MS,5/8/2025,5/9/2025,583,Refrigerated,On Time,816.35,1006.29,94.17,24
SHP0944,"Rogers, Brock and Barajas",Columbia,SC,Little Rock,AR,5/6/2025,5/6/2025,324,Refrigerated,On Time,478.98,601.07,49.09,20
SHP0945,"Lewis, Rodriguez and Allison",Little Rock,AR,Birmingham,AL,7/12/2025,7/12/2025,1834,Dry Van,On Time,2929.27,3481.28,248.30,93
SHP0946,Fuller-Tate,Savannah,GA,Memphis,TN,3/3/2025,3/3/2025,336,Flatbed,Delayed,522.30,661.20,53.19,34
SHP0947,"Thomas, Osborne and Hall",Memphis,TN,Miami,FL,5/18/2025,5/18/2025,583,Refrigerated,Delayed,811.34,988.79,100.58,25
SHP0948,Gonzalez-Boyd,Greenville,SC,Nashville,TN,4/16/2025,4/16/2025,558,Refrigerated,On Time,908.48,1206.99,86.83,50
SHP0949,Floyd and Sons,Greensboro,NC,San Antonio,TX,4/28/2025,4/28/2025,1578,Flatbed,On Time,2662.80,3163.32,265.61,69
SHP0950,"Nelson, Winters and Oneal",Tampa,FL,Dallas,TX,2/17/2025,2/17/2025,1028,Dry Van,On Time,1622.45,2205.40,164.80,64
SHP0951,Richardson-Lewis,Jackson,MS,Birmingham,AL,3/19/2025,3/21/2025,1484,Dry Van,On Time,2660.05,3148.46,242.03,83
SHP0952,Chapman Inc,Nashville,TN,Mobile,AL,7/11/2025,7/11/2025,1238,Flatbed,On Time,2205.93,2950.71,167.01,107
SHP0953,"Burton, Allen and Vaughan",Dallas,TX,Hattiesburg,MS,5/16/2025,5/16/2025,269,Dry Van,On Time,336.45,416.23,38.33,27
SHP0954,Williams-Evans,Tampa,FL,Greensboro,NC,6/18/2025,6/18/2025,588,Refrigerated,Delayed,1039.49,1337.94,89.70,33
SHP0955,"Sandoval, Smith and Miller",Fort Smith,AR,Greenville,SC,8/5/2025,8/5/2025,831,Dry Van,On Time,1424.12,1750.01,144.09,115
SHP0956,"Peters, Rogers and Ortiz",Miami,FL,Fort Smith,AR,3/11/2025,3/11/2025,1581,Refrigerated,On Time,2359.67,3145.28,237.42,231
SHP0957,"Miller, Duran and Kramer",Nashville,TN,Greenville,SC,3/18/2025,3/18/2025,1042,Dry Van,Delayed,1823.78,2389.15,187.54,127
SHP0958,Ray PLC,Shreveport,LA,Atlanta,GA,6/4/2025,6/4/2025,725,Dry Van,On Time,949.88,1158.12,128.28,21
SHP0959,Nunez-Brown,Jackson,MS,Fort Smith,AR,3/26/2025,3/26/2025,1621,Dry Van,Cancelled,2127.05,2758.37,289.37,128
SHP0960,George and Sons,Memphis,TN,Mobile,AL,3/22/2025,3/22/2025,1443,Dry Van,Delayed,2587.56,3507.93,243.44,212
SHP0961,Vazquez-Logan,Columbia,SC,Fort Smith,AR,3/18/2025,3/18/2025,933,Refrigerated,On Time,1158.04,1489.26,131.47,40
SHP0962,Young PLC,Miami,FL,Raleigh,NC,3/3/2025,3/3/2025,1453,Refrigerated,On Time,2604.38,3154.55,231.57,53
SHP0963,"Munoz, Pena and Hardy",Miami,FL,Dallas,TX,6/27/2025,6/27/2025,579,Refrigerated,Delayed,721.71,914.34,78.33,72
SHP0964,Robinson-Garcia,Atlanta,GA,Montgomery,AL,6/5/2025,6/5/2025,593,Dry Van,On Time,1040.33,1416.48,94.30,69
SHP0965,Burns-Burns,Fayetteville,AR,Mobile,AL,6/7/2025,6/7/2025,201,Dry Van,On Time,348.92,427.73,36.02,10
SHP0966,Gordon-Allen,Mobile,AL,Greenville,SC,4/7/2025,4/7/2025,1572,Dry Van,On Time,2042.54,2525.61,281.30,60
SHP0967,"Fernandez, Bailey and Rosario",Little Rock,AR,Atlanta,GA,6/16/2025,6/16/2025,398,Refrigerated,On Time,600.08,749.73,64.32,27
SHP0968,Walker and Sons,Memphis,TN,Gulfport,MS,7/16/2025,7/16/2025,1071,Dry Van,On Time,1416.21,1907.27,155.32,93
SHP0969,Moreno and Sons,Baton Rouge,LA,Memphis,TN,6/26/2025,6/26/2025,962,Refrigerated,On Time,1310.11,1579.68,160.65,32
SHP0970,Velez Ltd,Mobile,AL,Jackson,MS,6/25/2025,6/25/2025,493,Refrigerated,On Time,692.70,934.13,77.75,51
SHP0971,Smith-Parrish,Gulfport,MS,Houston,TX,2/26/2025,3/2/2025,585,Dry Van,On Time,741.21,959.46,103.01,47
SHP0972,"Rodriguez, Hernandez and Gray",Miami,FL,Savannah,GA,3/26/2025,3/26/2025,1914,Flatbed,On Time,2967.91,3585.08,311.41,255
SHP0973,Hood Ltd,Shreveport,LA,Charlotte,NC,3/31/2025,3/31/2025,634,Refrigerated,On Time,785.70,951.82,102.33,71
SHP0974,Price-Smith,Charlotte,NC,Savannah,GA,4/30/2025,4/30/2025,1978,Flatbed,On Time,2943.62,3811.28,305.22,293
SHP0975,"Donaldson, Fisher and White",Savannah,GA,Houston,TX,5/9/2025,5/9/2025,1199,Refrigerated,On Time,2042.43,2638.56,171.22,34
SHP0976,Mcdonald Ltd,Knoxville,TN,Mobile,AL,7/2/2025,7/2/2025,1462,Dry Van,On Time,2605.61,3468.33,215.91,79
SHP0977,Jimenez-Hodge,Birmingham,AL,Jackson,MS,4/11/2025,4/11/2025,858,Refrigerated,On Time,1065.96,1247.95,145.39,107
SHP0978,Lester PLC,Memphis,TN,Raleigh,NC,6/12/2025,6/12/2025,908,Refrigerated,On Time,1507.97,1791.07,161.33,54
SHP0979,Guerrero-Burton,Birmingham,AL,Little Rock,AR,6/22/2025,6/22/2025,1194,Flatbed,On Time,2147.11,2554.23,162.17,129
SHP0980,White-Harrison,Augusta,GA,Columbia,SC,2/28/2025,3/6/2025,832,Dry Van,On Time,1419.86,1936.69,138.91,117
SHP0981,Mathews LLC,Greensboro,NC,Fayetteville,AR,7/18/2025,7/18/2025,777,Refrigerated,Delayed,1263.37,1513.47,134.47,70
SHP0982,Thomas and Sons,Miami,FL,New Orleans,LA,7/19/2025,7/19/2025,1842,Flatbed,On Time,2552.18,3422.10,301.42,196
SHP0983,Hernandez PLC,Tampa,FL,Greensboro,NC,7/9/2025,7/9/2025,834,Refrigerated,Delayed,1277.50,1622.19,111.77,65
SHP0984,Perez Inc,Birmingham,AL,Atlanta,GA,6/6/2025,6/6/2025,585,Flatbed,On Time,711.34,823.28,95.73,18
SHP0985,Alvarez Inc,Memphis,TN,Fayetteville,AR,4/27/2025,4/27/2025,1667,Flatbed,Delayed,2471.95,2975.25,232.67,205
SHP0986,"Richards, Howard and Garcia",Raleigh,NC,Fayetteville,AR,8/1/2025,8/1/2025,1462,Flatbed,Cancelled,2603.62,3152.59,243.18,134
SHP0987,Taylor Group,Mobile,AL,Savannah,GA,6/26/2025,6/26/2025,1041,Flatbed,On Time,1495.74,1847.98,157.94,152
SHP0988,"Cortez, Cooper and Hunt",Baton Rouge,LA,Knoxville,TN,2/16/2025,2/16/2025,730,Refrigerated,On Time,944.92,1183.24,101.62,45
SHP0989,Hall Ltd,Birmingham,AL,Dallas,TX,6/25/2025,6/25/2025,1517,Flatbed,Delayed,2719.38,3551.94,244.98,117
SHP0990,Schmidt-Love,Memphis,TN,San Antonio,TX,5/11/2025,5/13/2025,1580,Refrigerated,Delayed,2679.60,3682.99,243.16,171
SHP0991,Anderson Inc,Houston,TX,Mobile,AL,8/7/2025,8/7/2025,1401,Dry Van,Delayed,1919.95,2579.60,243.53,201
SHP0992,Garcia LLC,Baton Rouge,LA,Charleston,SC,3/2/2025,3/2/2025,1443,Flatbed,On Time,2412.97,3108.31,253.35,54
SHP0993,Rogers-Martinez,Atlanta,GA,Fayetteville,AR,2/21/2025,2/21/2025,579,Refrigerated,On Time,958.13,1249.92,83.56,50
SHP0994,"Carrillo, Roberson and Schultz",Augusta,GA,Greenville,SC,5/8/2025,5/8/2025,912,Dry Van,On Time,1574.46,2102.07,148.76,92
SHP0995,"Rice, Grimes and Thomas",Miami,FL,New Orleans,LA,4/11/2025,4/11/2025,317,Refrigerated,On Time,454.69,605.14,46.14,33
SHP0996,Thomas-Bradshaw,Birmingham,AL,Jackson,MS,3/9/2025,3/9/2025,919,Dry Van,On Time,1227.91,1467.10,160.43,127
SHP0997,Stone-Peters,Birmingham,AL,New Orleans,LA,7/15/2025,7/15/2025,1596,Refrigerated,On Time,2278.33,3187.59,253.55,33
SHP0998,"Jones, Garrett and Bonilla",New Orleans,LA,Fayetteville,AR,4/8/2025,4/8/2025,731,Dry Van,On Time,893.98,1082.34,103.07,60
SHP0999,"Hall, Fisher and Weber",Baton Rouge,LA,Jackson,MS,5/14/2025,5/14/2025,1692,Flatbed,On Time,2935.26,3517.55,268.52,43
SHP1000,Butler-Bauer,New Orleans,LA,Greenville,SC,5/2/2025,5/2/2025,1193,Flatbed,On Time,1852.44,2407.38,161.65,157
